Fecha	P (mm)	T max (ºC)	Tmin (ºC)	site
29/11/1998	0.00	19.00	4.60	Donana
30/11/1998	0.00	16.60	6.80	Donana
01/12/1998	1.30	15.20	2.40	Donana
02/12/1998	0.00	14.20	7.80	Donana
03/12/1998	0.00	16.40	5.60	Donana
04/12/1998	0.00	14.60	0.00	Donana
05/12/1998	0.00	15.80	1.80	Donana
06/12/1998	0.00	16.60	1.60	Donana
07/12/1998	0.00	17.00	1.20	Donana
08/12/1998	0.00	17.20	1.60	Donana
09/12/1998	0.00	17.60	1.80	Donana
10/12/1998	0.00	17.40	1.60	Donana
11/12/1998	0.00	19.00	4.20	Donana
12/12/1998	0.00	23.00	8.00	Donana
13/12/1998	0.00	23.60	8.80	Donana
14/12/1998	0.00	25.00	10.60	Donana
15/12/1998	0.00	22.60	7.00	Donana
16/12/1998	0.00	22.20	6.40	Donana
17/12/1998	0.00	19.60	5.40	Donana
18/12/1998	0.00	18.20	2.60	Donana
19/12/1998	0.00	17.60	2.60	Donana
20/12/1998	0.00	11.20	5.20	Donana
21/12/1998	0.00	16.80	5.40	Donana
22/12/1998	0.00	17.00	4.00	Donana
23/12/1998	0.00	16.00	4.80	Donana
24/12/1998	0.00	17.40	3.60	Donana
25/12/1998	0.00	18.20	4.80	Donana
26/12/1998	0.00	18.00	4.20	Donana
27/12/1998	0.00	18.00	3.00	Donana
28/12/1998	0.00	17.40	4.00	Donana
29/12/1998	18.90	17.20	8.20	Donana
30/12/1998	2.00	14.40	9.20	Donana
31/12/1998	0.00	11.40	3.00	Donana
01/01/1999	0.00	17.00	3.60	Donana
02/01/1999	0.00	15.20	2.60	Donana
03/01/1999	0.00	17.00	7.40	Donana
04/01/1999	0.00	18.20	5.80	Donana
05/01/1999	0.00	19.80	5.00	Donana
06/01/1999	0.00	20.00	5.40	Donana
07/01/1999	0.00	20.20	6.20	Donana
08/01/1999	0.00	19.60	5.00	Donana
09/01/1999	0.00	17.60	7.40	Donana
10/01/1999	7.10	17.00	2.60	Donana
11/01/1999	13.50	10.00	2.20	Donana
12/01/1999	0.00	14.80	6.00	Donana
13/01/1999	0.00	17.00	3.60	Donana
14/01/1999	0.70	17.60	6.00	Donana
15/01/1999	0.00	17.60	3.00	Donana
16/01/1999	3.50	16.20	3.60	Donana
17/01/1999	0.00	14.20	9.40	Donana
18/01/1999	0.00	13.80	1.80	Donana
19/01/1999	0.00	14.00	1.60	Donana
20/01/1999	0.00	15.60	2.00	Donana
21/01/1999	36.00	10.60	3.80	Donana
22/01/1999	1.30	15.00	7.00	Donana
23/01/1999	0.00	15.00	8.60	Donana
24/01/1999	0.00	17.40	3.60	Donana
25/01/1999	0.00	19.00	4.60	Donana
26/01/1999	0.00	18.20	4.00	Donana
27/01/1999	0.00	17.60	4.20	Donana
28/01/1999	0.20	20.40	5.80	Donana
29/01/1999	0.00	21.60	5.60	Donana
30/01/1999	0.00	21.40	6.60	Donana
31/01/1999	0.00	16.60	6.60	Donana
01/02/1999	0.00	14.60	2.40	Donana
02/02/1999	0.00	15.00	1.40	Donana
03/02/1999	0.00	16.60	1.80	Donana
04/02/1999	0.00	19.00	1.20	Donana
05/02/1999	0.00	18.60	3.60	Donana
06/02/1999	0.00	18.00	6.60	Donana
07/02/1999	0.00	15.00	9.60	Donana
08/02/1999	0.00	17.20	3.00	Donana
09/02/1999	0.30	14.80	3.00	Donana
10/02/1999	0.00	18.00	6.20	Donana
11/02/1999	0.00	16.80	1.60	Donana
12/02/1999	0.00	17.20	2.60	Donana
13/02/1999	0.00	17.00	3.00	Donana
14/02/1999	0.00	14.40	1.80	Donana
15/02/1999	0.00	16.00	1.00	Donana
16/02/1999	0.00	18.40	0.60	Donana
17/02/1999	0.00	20.60	2.20	Donana
18/02/1999	0.00	20.40	4.60	Donana
19/02/1999	0.00	23.40	4.80	Donana
20/02/1999	0.00	24.20	5.60	Donana
21/02/1999	0.00	22.60	4.00	Donana
22/02/1999	0.00	22.80	6.60	Donana
23/02/1999	0.00	24.80	7.00	Donana
24/02/1999	1.50	22.00	9.60	Donana
25/02/1999	0.50	16.60	6.40	Donana
26/02/1999	1.10	16.80	7.00	Donana
27/02/1999	0.00	17.40	7.40	Donana
28/02/1999	0.00	20.80	10.20	Donana
01/03/1999	0.00	22.00	7.40	Donana
02/03/1999	0.00	23.00	6.60	Donana
03/03/1999	0.00	18.60	5.40	Donana
04/03/1999	0.00	19.00	8.80	Donana
05/03/1999	0.50	17.80	6.80	Donana
06/03/1999	0.00	18.60	5.00	Donana
07/03/1999	0.00	18.80	4.80	Donana
08/03/1999	0.00	22.40	6.20	Donana
09/03/1999	0.00	17.20	7.60	Donana
10/03/1999	1.80	21.00	8.20	Donana
11/03/1999	7.20	18.40	11.60	Donana
12/03/1999	4.50	19.00	6.80	Donana
13/03/1999	3.50	18.40	11.40	Donana
14/03/1999	6.30	22.40	9.60	Donana
15/03/1999	1.50	23.20	9.60	Donana
16/03/1999	1.00	23.20	10.40	Donana
17/03/1999	0.00	26.20	10.00	Donana
18/03/1999	0.80	26.80	9.80	Donana
19/03/1999	0.00	27.20	9.60	Donana
20/03/1999	0.00	25.20	8.60	Donana
21/03/1999	0.00	24.80	12.60	Donana
22/03/1999	0.00	27.00	10.60	Donana
23/03/1999	0.00	27.00	15.40	Donana
24/03/1999	0.60	17.80	12.40	Donana
25/03/1999	11.00	20.00	11.20	Donana
26/03/1999	0.30	21.20	5.80	Donana
27/03/1999	0.00	21.40	9.60	Donana
28/03/1999	0.00	22.60	9.20	Donana
29/03/1999	0.00	24.20	8.00	Donana
30/03/1999	0.00	26.80	9.60	Donana
31/03/1999	0.00	26.40	11.00	Donana
01/04/1999	0.00	22.60	12.80	Donana
02/04/1999	0.00	22.40	8.40	Donana
03/04/1999	0.00	30.00	11.00	Donana
04/04/1999	0.00	31.80	12.40	Donana
05/04/1999	0.00	32.20	14.00	Donana
06/04/1999	0.00	32.20	9.00	Donana
07/04/1999	0.00	32.40	13.20	Donana
08/04/1999	0.00	29.60	17.00	Donana
09/04/1999	0.00	28.40	16.80	Donana
10/04/1999	0.00	27.60	12.40	Donana
11/04/1999	0.00	31.00	10.20	Donana
12/04/1999	0.00	31.00	13.40	Donana
13/04/1999	0.00	27.40	14.60	Donana
14/04/1999	0.00	23.60	12.20	Donana
15/04/1999	0.00	21.60	11.20	Donana
16/04/1999	0.00	19.80	6.40	Donana
17/04/1999	0.00	23.60	11.80	Donana
18/04/1999	0.00	24.80	8.60	Donana
19/04/1999	0.00	26.60	8.60	Donana
20/04/1999	0.00	27.40	9.00	Donana
21/04/1999	0.00	26.00	14.00	Donana
22/04/1999	0.00	26.20	10.00	Donana
23/04/1999	0.00	27.60	12.40	Donana
24/04/1999	0.00	28.60	10.60	Donana
25/04/1999	0.00	28.00	9.60	Donana
26/04/1999	0.00	23.40	10.20	Donana
27/04/1999	0.00	20.40	12.00	Donana
28/04/1999	16.90	16.60	9.60	Donana
29/04/1999	1.10	20.60	11.00	Donana
30/04/1999	0.00	22.60	11.20	Donana
01/05/1999	7.20	18.80	11.80	Donana
02/05/1999	0.00	21.80	12.60	Donana
03/05/1999	0.00	22.40	13.80	Donana
04/05/1999	0.00	24.60	14.80	Donana
05/05/1999	0.00	25.00	15.40	Donana
06/05/1999	0.00	28.00	14.80	Donana
07/05/1999	1.10	26.80	16.40	Donana
08/05/1999	0.00	27.40	12.80	Donana
09/05/1999	0.00	28.60	13.40	Donana
10/05/1999	0.00	32.20	13.20	Donana
11/05/1999	0.00	36.40	15.40	Donana
12/05/1999	0.00	38.60	17.60	Donana
13/05/1999	0.00	33.20	17.20	Donana
14/05/1999	0.00	31.40	16.00	Donana
15/05/1999	0.00	28.60	16.60	Donana
16/05/1999	0.00	25.00	14.60	Donana
17/05/1999	0.00	22.00	10.80	Donana
18/05/1999	0.00	23.60	11.80	Donana
19/05/1999	0.00	24.60	10.00	Donana
20/05/1999	0.00	27.00	10.00	Donana
21/05/1999	0.00	31.60	12.00	Donana
22/05/1999	0.00	33.60	11.00	Donana
23/05/1999	0.00	35.00	15.00	Donana
24/05/1999	0.00	36.00	16.60	Donana
25/05/1999	0.00	36.60	18.60	Donana
26/05/1999	0.00	28.40	18.80	Donana
27/05/1999	0.00	28.00	17.40	Donana
28/05/1999	0.00	29.00	15.60	Donana
29/05/1999	0.00	28.60	17.60	Donana
30/05/1999	0.00	29.80	14.60	Donana
31/05/1999	0.00	34.60	16.60	Donana
01/06/1999	0.00	27.60	20.40	Donana
02/06/1999	0.00	29.60	15.60	Donana
03/06/1999	0.00	32.60	14.60	Donana
04/06/1999	0.00	34.60	18.00	Donana
05/06/1999	0.00	34.40	15.20	Donana
06/06/1999	0.00	28.60	15.60	Donana
07/06/1999	0.00	29.00	13.40	Donana
08/06/1999	0.00	29.40	15.00	Donana
09/06/1999	0.00	32.20	17.00	Donana
10/06/1999	0.00	34.60	17.00	Donana
11/06/1999	0.00	34.00	18.40	Donana
12/06/1999	0.00	33.40	18.80	Donana
13/06/1999	0.00	28.00	19.00	Donana
14/06/1999	0.00	32.20	16.60	Donana
15/06/1999	0.00	36.40	17.60	Donana
16/06/1999	0.00	37.00	19.00	Donana
17/06/1999	0.00	37.00	18.00	Donana
18/06/1999	0.00	35.00	17.40	Donana
19/06/1999	0.00	36.60	19.00	Donana
20/06/1999	0.00	39.40	18.80	Donana
21/06/1999	0.00	40.40	20.60	Donana
22/06/1999	0.00	34.00	20.00	Donana
23/06/1999	0.00	31.20	19.00	Donana
24/06/1999	0.00	30.40	18.00	Donana
25/06/1999	0.00	29.20	16.60	Donana
26/06/1999	0.00	31.40	15.60	Donana
27/06/1999	0.00	33.60	16.00	Donana
28/06/1999	0.00	34.00	17.00	Donana
29/06/1999	0.00	36.80	15.60	Donana
30/06/1999	0.00	41.20	19.40	Donana
01/07/1999	0.00	40.20	24.00	Donana
02/07/1999	0.00	37.60	22.20	Donana
03/07/1999	0.00	39.20	19.60	Donana
04/07/1999	0.00	34.00	18.00	Donana
05/07/1999	0.00	32.60	18.60	Donana
06/07/1999	0.00	37.00	18.20	Donana
07/07/1999	0.00	38.00	19.60	Donana
08/07/1999	0.00	41.00	23.40	Donana
09/07/1999	0.00	36.20	23.00	Donana
10/07/1999	0.00	31.60	21.00	Donana
11/07/1999	0.00	27.40	20.60	Donana
12/07/1999	1.17	27.80	18.60	Donana
13/07/1999	0.00	28.80	18.80	Donana
14/07/1999	0.00	39.00	18.40	Donana
15/07/1999	0.00	39.20	22.40	Donana
16/07/1999	0.00	34.60	23.00	Donana
17/07/1999	0.00	33.60	20.00	Donana
18/07/1999	0.00	34.60	19.60	Donana
19/07/1999	0.00	34.20	16.60	Donana
20/07/1999	0.00	36.60	18.70	Donana
21/07/1999	0.00	40.80	20.60	Donana
22/07/1999	0.00	36.60	22.00	Donana
23/07/1999	0.00	32.00	22.80	Donana
24/07/1999	0.00	32.60	19.20	Donana
25/07/1999	0.00	29.60	17.80	Donana
26/07/1999	0.00	28.60	17.50	Donana
27/07/1999	0.00	29.60	18.40	Donana
28/07/1999	0.00	33.60	17.50	Donana
29/07/1999	0.00	37.00	18.00	Donana
30/07/1999	0.00	35.00	18.80	Donana
31/07/1999	0.00	32.00	18.00	Donana
01/08/1999	0.00	36.00	19.40	Donana
02/08/1999	0.00	34.40	20.00	Donana
03/08/1999	0.00	31.60	19.00	Donana
04/08/1999	0.00	30.00	21.00	Donana
05/08/1999	0.00	33.00	20.60	Donana
06/08/1999	0.00	32.20	21.60	Donana
07/08/1999	0.00	29.80	20.80	Donana
08/08/1999	0.00	30.00	18.00	Donana
09/08/1999	0.00	31.60	17.40	Donana
10/08/1999	0.00	33.80	16.80	Donana
11/08/1999	0.00	35.40	17.20	Donana
12/08/1999	0.00	35.60	17.40	Donana
13/08/1999	0.00	32.60	17.60	Donana
14/08/1999	0.00	38.60	18.40	Donana
15/08/1999	0.00	39.40	21.00	Donana
16/08/1999	0.00	30.40	23.00	Donana
17/08/1999	0.00	35.00	18.40	Donana
18/08/1999	0.00	30.60	17.20	Donana
19/08/1999	0.00	34.00	18.80	Donana
20/08/1999	0.00	35.60	16.00	Donana
21/08/1999	0.00	37.40	17.20	Donana
22/08/1999	0.00	39.80	18.00	Donana
23/08/1999	0.00	38.00	19.00	Donana
24/08/1999	0.00	36.40	21.60	Donana
25/08/1999	0.00	35.60	22.00	Donana
26/08/1999	0.00	35.60	20.40	Donana
27/08/1999	0.00	34.60	18.40	Donana
28/08/1999	0.00	34.00	17.80	Donana
29/08/1999	0.00	34.40	17.60	Donana
30/08/1999	0.00	33.60	17.60	Donana
31/08/1999	0.00	32.40	18.60	Donana
01/09/1999	0.00	27.00	19.00	Donana
02/09/1999	0.00	31.20	19.60	Donana
03/09/1999	0.00	33.20	17.60	Donana
04/09/1999	0.00	28.60	18.80	Donana
05/09/1999	0.00	30.00	17.60	Donana
06/09/1999	0.00	30.00	18.60	Donana
07/09/1999	0.00	31.80	17.00	Donana
08/09/1999	0.00	35.20	17.60	Donana
09/09/1999	0.00	36.00	19.60	Donana
10/09/1999	0.00	36.00	21.00	Donana
11/09/1999	0.00	35.60	19.60	Donana
12/09/1999	0.00	33.80	20.00	Donana
13/09/1999	0.00	30.40	18.20	Donana
14/09/1999	0.00	25.60	15.20	Donana
15/09/1999	0.00	29.60	12.60	Donana
16/09/1999	0.00	31.20	13.20	Donana
17/09/1999	0.00	29.40	16.40	Donana
18/09/1999	7.00	26.00	13.60	Donana
19/09/1999	11.50	23.80	19.00	Donana
20/09/1999	0.00	25.40	13.00	Donana
21/09/1999	0.00	27.00	14.20	Donana
22/09/1999	0.00	27.20	16.00	Donana
23/09/1999	0.00	28.00	18.20	Donana
24/09/1999	0.00	28.60	19.20	Donana
25/09/1999	0.80	27.00	19.20	Donana
26/09/1999	0.00	26.60	15.40	Donana
27/09/1999	0.00	28.80	14.20	Donana
28/09/1999	0.00	31.00	15.00	Donana
29/09/1999	0.00	32.00	16.20	Donana
30/09/1999	0.00	28.00	14.60	Donana
01/10/1999	0.00	30.20	14.60	Donana
02/10/1999	0.00	30.40	14.60	Donana
03/10/1999	0.00	29.60	13.60	Donana
04/10/1999	0.00	29.00	14.60	Donana
05/10/1999	0.00	28.40	13.80	Donana
06/10/1999	0.00	28.20	17.00	Donana
07/10/1999	0.00	27.60	16.00	Donana
08/10/1999	0.00	23.20	17.40	Donana
09/10/1999	0.00	27.60	16.00	Donana
10/10/1999	0.00	25.60	16.60	Donana
11/10/1999	0.00	25.00	16.80	Donana
12/10/1999	40.00	24.80	18.00	Donana
13/10/1999	8.90	25.80	18.20	Donana
14/10/1999	0.00	26.00	16.60	Donana
15/10/1999	0.00	25.00	17.20	Donana
16/10/1999	0.00	24.60	18.00	Donana
17/10/1999	0.50	18.80	11.60	Donana
18/10/1999	24.70	23.40	15.00	Donana
19/10/1999	0.00	22.60	14.60	Donana
20/10/1999	0.00	20.00	14.60	Donana
21/10/1999	40.20	23.40	13.20	Donana
22/10/1999	9.50	23.40	14.40	Donana
23/10/1999	2.60	23.00	16.80	Donana
24/10/1999	26.50	21.00	15.60	Donana
25/10/1999	31.00	21.60	11.60	Donana
26/10/1999	13.40	17.40	13.60	Donana
27/10/1999	6.00	25.00	14.40	Donana
28/10/1999	0.60	23.40	17.00	Donana
29/10/1999	0.80	25.40	16.60	Donana
30/10/1999	0.40	24.00	16.60	Donana
31/10/1999	0.00	24.80	13.60	Donana
01/11/1999	0.00	23.00	12.60	Donana
02/11/1999	0.00	23.60	14.00	Donana
03/11/1999	0.00	22.60	10.60	Donana
04/11/1999	0.00	24.40	12.00	Donana
05/11/1999	0.00	25.00	12.20	Donana
06/11/1999	0.00	24.60	12.00	Donana
07/11/1999	0.00	24.60	11.40	Donana
08/11/1999	0.00	23.60	12.00	Donana
09/11/1999	0.00	22.40	10.20	Donana
10/11/1999	0.00	22.00	10.40	Donana
11/11/1999	0.00	20.00	8.80	Donana
12/11/1999	0.00	17.40	8.60	Donana
13/11/1999	0.00	16.60	4.60	Donana
14/11/1999	10.20	17.20	6.00	Donana
15/11/1999	0.00	18.40	6.00	Donana
16/11/1999	0.00	17.00	5.60	Donana
17/11/1999	0.00	17.40	3.60	Donana
18/11/1999	0.00	18.20	4.60	Donana
19/11/1999	0.00	16.00	5.40	Donana
20/11/1999	0.00	13.60	5.60	Donana
21/11/1999	0.00	16.60	0.80	Donana
22/11/1999	0.00	13.80	2.20	Donana
23/11/1999	0.00	15.60	3.20	Donana
24/11/1999	0.00	17.20	4.00	Donana
25/11/1999	0.00	18.20	5.00	Donana
26/11/1999	0.00	19.00	6.00	Donana
27/11/1999	0.00	17.60	5.60	Donana
28/11/1999	0.00	20.60	6.40	Donana
29/11/1999	0.00	20.40	7.40	Donana
30/11/1999	0.00	20.60	12.20	Donana
01/12/1999	0.00	21.00	11.20	Donana
02/12/1999	0.00	23.00	11.20	Donana
03/12/1999	0.00	20.60	9.00	Donana
04/12/1999	7.10	15.60	12.60	Donana
05/12/1999	1.80	17.80	11.60	Donana
06/12/1999	0.00	19.00	8.40	Donana
07/12/1999	0.00	18.20	7.20	Donana
08/12/1999	0.00	16.20	6.00	Donana
09/12/1999	0.00	14.20	6.60	Donana
10/12/1999	0.00	18.00	5.00	Donana
11/12/1999	0.00	16.20	4.80	Donana
12/12/1999	0.00	16.00	8.60	Donana
13/12/1999	4.10	18.60	14.20	Donana
14/12/1999	3.70	18.40	14.60	Donana
15/12/1999	0.00	16.80	12.00	Donana
16/12/1999	0.00	13.00	5.00	Donana
17/12/1999	0.00	13.60	4.00	Donana
18/12/1999	0.00	14.80	3.60	Donana
19/12/1999	0.00	15.60	3.00	Donana
20/12/1999	0.00	17.40	8.40	Donana
21/12/1999	0.00	14.00	4.40	Donana
22/12/1999	0.00	15.80	2.80	Donana
23/12/1999	0.00	16.60	4.00	Donana
24/12/1999	0.00	16.60	4.60	Donana
25/12/1999	0.00	15.20	4.60	Donana
26/12/1999	0.00	16.20	9.40	Donana
27/12/1999	0.00	18.00	13.00	Donana
28/12/1999	0.70	18.60	13.40	Donana
29/12/1999	0.70	16.00	13.20	Donana
30/12/1999	3.70	16.80	9.00	Donana
31/12/1999	0.00	16.00	8.00	Donana
01/01/2000	0.00	15.60	5.00	Donana
02/01/2000	0.00	16.40	4.60	Donana
03/01/2000	0.00	16.00	3.20	Donana
04/01/2000	0.00	16.20	5.00	Donana
05/01/2000	0.00	16.60	4.20	Donana
06/01/2000	0.00	16.80	5.80	Donana
07/01/2000	0.00	17.40	3.60	Donana
08/01/2000	0.00	16.60	3.40	Donana
09/01/2000	0.00	14.60	2.00	Donana
10/01/2000	0.00	15.60	6.60	Donana
11/01/2000	0.00	15.80	5.20	Donana
12/01/2000	0.00	16.60	4.80	Donana
13/01/2000	0.00	14.00	2.60	Donana
14/01/2000	7.40	13.00	4.40	Donana
15/01/2000	9.80	12.60	4.60	Donana
16/01/2000	5.10	13.60	4.80	Donana
17/01/2000	27.00	17.40	7.60	Donana
18/01/2000	0.50	17.00	5.00	Donana
19/01/2000	0.00	16.60	3.60	Donana
20/01/2000	0.00	16.80	3.60	Donana
21/01/2000	0.00	17.00	5.00	Donana
22/01/2000	0.00	16.40	2.40	Donana
23/01/2000	0.00	14.40	1.40	Donana
24/01/2000	0.00	14.20	1.40	Donana
25/01/2000	0.00	13.60	0.60	Donana
26/01/2000	0.00	15.20	6.00	Donana
27/01/2000	6.40	17.80	6.20	Donana
28/01/2000	0.00	17.40	6.20	Donana
29/01/2000	0.00	18.80	7.00	Donana
30/01/2000	0.00	20.00	6.00	Donana
31/01/2000	0.00	19.00	6.00	Donana
01/02/2000	0.00	18.60	8.60	Donana
02/02/2000	0.00	21.60	10.40	Donana
03/02/2000	0.00	22.20	8.00	Donana
04/02/2000	0.00	23.40	9.40	Donana
05/02/2000	0.00	23.00	7.60	Donana
06/02/2000	0.00	18.40	5.40	Donana
07/02/2000	0.00	19.20	6.00	Donana
08/02/2000	0.00	20.20	6.00	Donana
09/02/2000	0.00	23.20	6.20	Donana
10/02/2000	0.00	22.40	8.40	Donana
11/02/2000	0.00	22.60	7.80	Donana
12/02/2000	0.00	22.40	8.20	Donana
13/02/2000	0.00	21.20	8.20	Donana
14/02/2000	0.00	24.60	6.40	Donana
15/02/2000	0.00	24.80	7.40	Donana
16/02/2000	0.00	23.00	6.00	Donana
17/02/2000	0.00	22.60	8.00	Donana
18/02/2000	0.00	24.80	8.40	Donana
19/02/2000	0.00	23.20	7.20	Donana
20/02/2000	0.00	17.80	7.60	Donana
21/02/2000	0.00	21.60	7.00	Donana
22/02/2000	0.00	23.00	6.60	Donana
23/02/2000	0.00	22.80	8.60	Donana
24/02/2000	0.00	23.20	9.60	Donana
25/02/2000	0.00	24.00	10.60	Donana
26/02/2000	0.00	22.60	11.40	Donana
27/02/2000	0.00	22.60	7.20	Donana
28/02/2000	0.00	21.80	7.40	Donana
29/02/2000	0.00	23.60	8.60	Donana
01/03/2000	0.00	23.20	5.60	Donana
02/03/2000	0.00	24.00	8.80	Donana
03/03/2000	0.00	23.40	8.40	Donana
04/03/2000	0.00	24.60	7.60	Donana
05/03/2000	0.00	26.00	8.40	Donana
06/03/2000	0.00	24.00	11.40	Donana
07/03/2000	0.00	25.40	10.60	Donana
08/03/2000	0.00	27.80	10.40	Donana
09/03/2000	0.00	25.00	11.80	Donana
10/03/2000	0.00	29.40	10.80	Donana
11/03/2000	0.00	25.40	13.00	Donana
12/03/2000	0.00	21.40	8.80	Donana
13/03/2000	0.30	21.20	10.00	Donana
14/03/2000	0.00	24.00	9.60	Donana
15/03/2000	0.00	25.60	8.80	Donana
16/03/2000	0.00	26.20	8.40	Donana
17/03/2000	0.00	24.80	10.20	Donana
18/03/2000	0.00	26.60	8.20	Donana
19/03/2000	0.00	24.80	8.40	Donana
20/03/2000	0.00	24.40	9.00	Donana
21/03/2000	0.00	22.00	10.00	Donana
22/03/2000	10.00	17.00	11.80	Donana
23/03/2000	12.50	20.00	8.40	Donana
24/03/2000	0.00	20.60	9.80	Donana
25/03/2000	0.00	20.80	7.00	Donana
26/03/2000	0.00	22.00	7.60	Donana
27/03/2000	0.00	24.20	8.00	Donana
28/03/2000	0.00	22.80	9.60	Donana
29/03/2000	0.00	20.00	5.60	Donana
30/03/2000	0.00	17.00	8.20	Donana
31/03/2000	0.00	21.40	8.00	Donana
01/04/2000	0.00	21.60	7.80	Donana
02/04/2000	10.10	19.00	9.00	Donana
03/04/2000	7.50	17.60	7.60	Donana
04/04/2000	1.40	18.00	8.00	Donana
05/04/2000	0.00	18.20	5.00	Donana
06/04/2000	0.00	22.60	6.60	Donana
07/04/2000	0.00	25.20	11.00	Donana
08/04/2000	4.50	21.00	13.00	Donana
09/04/2000	0.80	20.00	13.60	Donana
10/04/2000	1.20	21.40	10.80	Donana
11/04/2000	0.00	22.00	9.00	Donana
12/04/2000	0.00	17.40	8.40	Donana
13/04/2000	0.00	18.40	11.00	Donana
14/04/2000	3.50	21.20	14.80	Donana
15/04/2000	0.90	19.80	11.20	Donana
16/04/2000	22.00	18.40	12.60	Donana
17/04/2000	0.50	20.60	9.20	Donana
18/04/2000	0.00	20.00	9.00	Donana
19/04/2000	0.00	24.00	13.00	Donana
20/04/2000	0.00	24.40	11.00	Donana
21/04/2000	0.00	24.60	14.20	Donana
22/04/2000	0.00	19.40	12.80	Donana
23/04/2000	5.50	21.40	8.00	Donana
24/04/2000	0.00	24.60	9.80	Donana
25/04/2000	0.00	21.60	9.20	Donana
26/04/2000	0.00	20.80	11.00	Donana
27/04/2000	5.60	20.00	9.20	Donana
28/04/2000	0.20	20.40	6.60	Donana
29/04/2000	0.00	20.40	9.60	Donana
30/04/2000	0.00	21.40	12.00	Donana
01/05/2000	29.40	20.80	11.80	Donana
02/05/2000	0.00	25.00	11.00	Donana
03/05/2000	1.60	26.00	14.60	Donana
04/05/2000	0.00	23.00	13.60	Donana
05/05/2000	1.50	21.80	14.20	Donana
06/05/2000	0.10	20.40	12.40	Donana
07/05/2000	39.10	22.80	13.80	Donana
08/05/2000	2.90	20.60	12.60	Donana
09/05/2000	0.00	21.80	12.00	Donana
10/05/2000	5.50	22.40	13.40	Donana
11/05/2000	0.30	25.00	13.20	Donana
12/05/2000	0.00	27.40	14.00	Donana
13/05/2000	0.00	29.40	12.80	Donana
14/05/2000	0.00	31.00	15.00	Donana
15/05/2000	0.00	32.40	16.80	Donana
16/05/2000	0.00	30.00	17.40	Donana
17/05/2000	0.00	29.00	15.60	Donana
18/05/2000	0.00	30.40	16.00	Donana
19/05/2000	0.00	29.60	16.60	Donana
20/05/2000	0.00	24.00	16.40	Donana
21/05/2000	0.00	25.60	13.00	Donana
22/05/2000	0.00	29.00	13.40	Donana
23/05/2000	0.00	27.40	15.40	Donana
24/05/2000	17.20	26.00	15.00	Donana
25/05/2000	0.00	27.20	14.20	Donana
26/05/2000	0.00	27.60	15.20	Donana
27/05/2000	17.20	29.00	15.80	Donana
28/05/2000	0.00	31.00	14.40	Donana
29/05/2000	0.00	34.00	19.00	Donana
30/05/2000	0.00	37.00	20.00	Donana
31/05/2000	0.00	36.00	19.00	Donana
01/06/2000	0.00	35.40	21.00	Donana
02/06/2000	0.00	35.60	17.20	Donana
03/06/2000	0.00	34.20	19.00	Donana
04/06/2000	0.00	33.20	20.20	Donana
05/06/2000	0.00	32.00	16.60	Donana
06/06/2000	0.00	33.60	17.00	Donana
07/06/2000	0.00	34.80	17.00	Donana
08/06/2000	0.00	33.00	17.60	Donana
09/06/2000	0.00	27.00	17.40	Donana
10/06/2000	0.00	29.00	11.00	Donana
11/06/2000	0.00	31.40	14.60	Donana
12/06/2000	0.00	35.80	15.80	Donana
13/06/2000	0.00	35.40	17.00	Donana
14/06/2000	0.00	35.40	18.40	Donana
15/06/2000	0.00	35.00	21.00	Donana
16/06/2000	0.00	36.60	20.60	Donana
17/06/2000	0.00	36.20	20.00	Donana
18/06/2000	0.00	31.80	18.00	Donana
19/06/2000	0.00	30.40	16.80	Donana
20/06/2000	0.00	29.60	18.20	Donana
21/06/2000	0.00	32.20	16.40	Donana
22/06/2000	0.00	33.60	19.20	Donana
23/06/2000	0.00	34.20	16.60	Donana
24/06/2000	0.00	37.60	18.60	Donana
25/06/2000	0.00	32.40	23.00	Donana
26/06/2000	0.00	29.80	20.40	Donana
27/06/2000	0.00	33.00	17.20	Donana
28/06/2000	0.00	34.00	17.40	Donana
29/06/2000	0.00	36.80	17.60	Donana
30/06/2000	0.00	37.00	19.00	Donana
01/07/2000	0.00	36.80	17.80	Donana
02/07/2000	0.00	32.40	17.60	Donana
03/07/2000	0.00	32.00	17.00	Donana
04/07/2000	0.00	32.20	17.20	Donana
05/07/2000	0.00	36.20	15.80	Donana
06/07/2000	0.00	36.00	19.80	Donana
07/07/2000	0.00	37.00	18.20	Donana
08/07/2000	0.00	35.60	17.80	Donana
09/07/2000	0.00	32.20	17.60	Donana
10/07/2000	0.00	32.60	19.40	Donana
11/07/2000	0.00	31.20	15.60	Donana
12/07/2000	0.00	36.00	15.40	Donana
13/07/2000	0.00	37.00	19.20	Donana
14/07/2000	0.00	38.40	18.20	Donana
15/07/2000	0.00	40.20	20.00	Donana
16/07/2000	0.00	39.40	21.20	Donana
17/07/2000	0.00	34.60	21.20	Donana
18/07/2000	0.00	31.60	20.60	Donana
19/07/2000	0.00	35.00	17.40	Donana
20/07/2000	0.00	36.20	17.80	Donana
21/07/2000	0.00	37.00	20.20	Donana
22/07/2000	0.00	32.40	18.60	Donana
23/07/2000	0.00	31.00	16.40	Donana
24/07/2000	0.00	30.20	16.20	Donana
25/07/2000	0.00	30.60	18.20	Donana
26/07/2000	0.00	34.00	16.00	Donana
27/07/2000	0.00	35.60	15.60	Donana
